primerid	coef	ci.hi	ci.lo	P	celltype	FDR
JAG2	0.001742162	0.002083889	0.001400435	1.05197E-09	neuron	2.10115E-09
JAK1	-0.004194726	-0.002293873	-0.006095578	1.95857E-06	neuron	2.84328E-06
JAK2	-0.022350341	-0.019518437	-0.025182244	8.52161E-66	neuron	1.58812E-64
JAKMIP1	-0.007937865	-0.005705944	-0.010169787	1.10393E-17	neuron	3.87147E-17
JAKMIP2	-0.00637593	-0.003894608	-0.008857252	7.16414E-07	neuron	1.08109E-06
JAKMIP3	-0.008561875	-0.006299829	-0.010823921	2.56443E-25	neuron	1.34172E-24
JAM3	-0.002489456	-0.000547742	-0.004431171	0.00011764	neuron	0.000144068
JARID2	-0.006137533	-0.003886572	-0.008388495	5.11981E-11	neuron	1.12966E-10
JAZF1	-0.004807557	-0.002227579	-0.007387536	0.000442464	neuron	0.000516526
JCAD	0.000231006	0.00095956	-0.000497547	1.58E-05	neuron	2.09253E-05
JDP2	0.001394266	0.002122589	0.000665944	4.54195E-09	neuron	8.57794E-09
JHY	-0.002016383	-0.000773874	-0.003258891	5.17835E-07	neuron	7.94006E-07
JMJD1C	-0.010413812	-0.008696511	-0.012131114	2.31288E-24	neuron	1.15901E-23
JMY	-0.001166236	0.000337247	-0.002669719	6.11092E-11	neuron	1.34309E-10
JOSD1	-2.34765E-05	0.000978261	-0.001025214	0.00083139	neuron	0.000948458
JPH1	0.000935068	0.002361729	-0.000491592	0.000529278	neuron	0.000614162
JPH3	-0.002093514	-0.00043851	-0.003748519	1.38682E-05	neuron	1.849E-05
JPH4	0.005764815	0.007729771	0.003799858	1.09938E-10	neuron	2.36781E-10
JUN	0.0018513	0.001953809	0.001748791	2.12848E-29	neuron	1.3174E-28
JUND	-0.003132522	-0.000813041	-0.005452002	9.04989E-10	neuron	1.81669E-09
KALRN	-0.009406128	-0.007472362	-0.011339895	2.37349E-25	neuron	1.24374E-24
KANK1	0.001373167	0.001914546	0.000831788	1.35528E-08	neuron	2.44884E-08
KANSL1	-0.031282156	-0.02888304	-0.033681272	1.4612E-136	neuron	9.0686E-135
KANSL1L	0.004155486	0.005264035	0.003046937	1.36765E-16	neuron	4.45885E-16
KANSL3	-0.000577181	0.000542125	-0.001696488	0.189005562	neuron	0.191439231
KAT2A	0.006025251	0.006286431	0.005764072	1.08985E-69	neuron	2.18131E-68
KAT2B	-0.001778513	-0.000412714	-0.003144312	0.000163527	neuron	0.000197971
KAT6A	-0.002112513	-0.00028292	-0.003942107	4.74089E-05	neuron	6.01165E-05
KAT6B	-0.00728145	-0.004844666	-0.009718234	1.33922E-09	neuron	2.65218E-09
KAT7	-0.000588236	0.000413817	-0.00159029	0.024526596	neuron	0.025597412
KAT8	0.003055935	0.003376306	0.002735565	3.20472E-25	neuron	1.66513E-24
KATNAL1	-0.006927604	-0.004799507	-0.009055702	2.47909E-16	neuron	7.92958E-16
KATNAL2	-0.000984005	0.00035515	-0.002323161	0.29866827	neuron	0.300892159
KATNBL1	-0.001090833	0.000434936	-0.002616601	0.020956236	neuron	0.021932076
KAZN	-0.011167017	-0.009046203	-0.01328783	2.93282E-21	neuron	1.26606E-20
KBTBD11	0.000386536	0.001175192	-0.000402121	9.09478E-09	neuron	1.66919E-08
KBTBD12	-0.003816334	-0.002120281	-0.005512386	7.27351E-08	neuron	1.22007E-07
KBTBD3	0.000318549	0.001017032	-0.000379933	0.206806903	neuron	0.20928178
KBTBD6	0.001194592	0.001464082	0.000925102	9.60356E-09	neuron	1.75875E-08
KCMF1	-0.000178402	0.000961634	-0.001318438	3.12909E-06	neuron	4.44432E-06
KCNA1	0.000436997	0.001108973	-0.00023498	2.78636E-06	neuron	3.97673E-06
KCNA2	0.003058253	0.003617056	0.00249945	1.75493E-20	neuron	7.27458E-20
KCNAB1	0.003666535	0.005919705	0.001413365	6.61928E-05	neuron	8.28942E-05
KCNAB2	0.003141072	0.004390402	0.001891743	1.31657E-15	neuron	4.07438E-15
KCNB1	-0.01635769	-0.01388652	-0.018828861	1.18528E-41	neuron	1.16886E-40
KCNB2	0.005909518	0.008377944	0.003441092	6.6019E-12	neuron	1.58657E-11
KCNC1	-9.35192E-05	0.001478955	-0.001665994	1.62353E-09	neuron	3.20023E-09
KCNC2	-0.001186021	0.001412618	-0.00378466	1.31806E-11	neuron	3.06837E-11
KCNC3	0.003409271	0.003570632	0.003247911	3.1434E-51	neuron	4.15334E-50
KCNC4	-4.93901E-05	0.000911579	-0.001010359	0.002350037	neuron	0.002592629
KCND2	-0.003314283	-0.000860324	-0.005768242	0.00014105	neuron	0.000171526
KCND3	-0.035047206	-0.032749173	-0.037345238	2.2495E-159	neuron	1.7492E-157
KCNH1	-0.018495926	-0.015587678	-0.021404175	3.43981E-45	neuron	3.8148E-44
KCNH3	0.004692953	0.005408122	0.003977784	1.41435E-22	neuron	6.55349E-22
KCNH5	-0.008238648	-0.005773448	-0.010703848	7.1501E-16	neuron	2.2373E-15
KCNH7	0.00060967	0.003162822	-0.001943483	7.34032E-33	neuron	5.31094E-32
KCNIP1	0.000378451	0.00177355	-0.001016648	0.244798825	neuron	0.247063113
KCNIP2	0.004247264	0.004676184	0.003818343	2.41011E-31	neuron	1.64194E-30
KCNIP3	0.002412167	0.003035628	0.001788706	2.27357E-12	neuron	5.67555E-12
KCNIP4	-0.00553076	-0.002833295	-0.008228225	2.9508E-09	neuron	5.66623E-09
KCNJ3	0.000178231	0.002563225	-0.002206763	1.27079E-11	neuron	2.96138E-11
KCNJ4	0.001343618	0.001975424	0.000711813	3.7637E-07	neuron	5.86264E-07
KCNJ6	-0.009718645	-0.007208071	-0.01222922	2.03642E-14	neuron	5.83004E-14
KCNJ9	0.002329763	0.00249291	0.002166617	1.7981E-31	neuron	1.23119E-30
KCNK1	-0.001543742	0.000184235	-0.00327172	8.14295E-06	neuron	1.10884E-05
KCNK10	-0.007563737	-0.005406525	-0.00972095	2.15897E-19	neuron	8.3843E-19
KCNK12	0.000984661	0.001743026	0.000226297	4.27538E-06	neuron	5.99067E-06
KCNK2	0.000846749	0.001515963	0.000177535	0.079524924	neuron	0.081426686
KCNMA1	-0.010141906	-0.008326683	-0.011957128	3.29751E-40	neuron	3.0475E-39
KCNMB2	-0.065509885	-0.043517785	-0.087501984	3.21802E-94	neuron	1.07772E-92
KCNMB4	-0.002217811	-0.000498776	-0.003936847	2.70917E-05	neuron	3.52249E-05
KCNN1	0.000636069	0.001201005	7.11334E-05	0.03019883	neuron	0.031420345
KCNN2	-0.007284808	-0.00506684	-0.009502777	7.03837E-19	neuron	2.66599E-18
KCNN3	-0.004506514	-0.002721155	-0.006291873	1.84393E-11	neuron	4.2545E-11
KCNQ2	0.017500307	0.018209835	0.016790779	7.6813E-194	neuron	8.1194E-192
KCNQ3	-0.011083962	-0.008618865	-0.013549059	6.37478E-20	neuron	2.55937E-19
KCNQ5	-0.005705653	-0.003624505	-0.0077868	1.87718E-06	neuron	2.73217E-06
KCNT1	0.00689973	0.008371032	0.005428429	5.24849E-37	neuron	4.44381E-36
KCNT2	-0.006157545	-0.003707802	-0.008607288	3.26275E-15	neuron	9.82311E-15
KCNV1	0.000223231	0.000868593	-0.000422131	0.000692391	neuron	0.000794441
KCTD1	-0.00792282	-0.005310588	-0.010535052	2.01356E-09	neuron	3.93465E-09
KCTD13	0.002179085	0.002506527	0.001851642	1.32072E-17	neuron	4.6082E-17
KCTD16	0.01442927	0.017311204	0.011547336	4.08707E-28	neuron	2.40427E-27
KCTD17	0.004141657	0.004413543	0.003869771	8.21089E-43	neuron	8.41616E-42
KCTD2	0.001930828	0.002311231	0.001550426	1.49946E-16	neuron	4.86981E-16
KCTD20	-0.000299007	0.000628324	-0.001226337	0.002301019	neuron	0.00253938
KCTD3	-0.004719568	-0.002829125	-0.006610011	1.43138E-11	neuron	3.32989E-11
KCTD8	-0.004313774	-0.001785797	-0.006841751	7.62245E-08	neuron	1.27512E-07
KDM1A	-0.00143938	4.83087E-05	-0.002927069	0.011621765	neuron	0.012307646
KDM1B	-0.002127328	-0.000882626	-0.00337203	1.96238E-05	neuron	2.57876E-05
KDM2A	-0.001104029	0.000732966	-0.002941025	1.85678E-06	neuron	2.70364E-06
KDM2B	-0.005687064	-0.003706265	-0.007667864	6.41732E-14	neuron	1.78288E-13
KDM3A	-0.000141988	0.000783121	-0.001067098	0.009508339	neuron	0.010109055
KDM3B	-0.004839379	-0.003028037	-0.006650721	1.09236E-10	neuron	2.35495E-10
KDM4B	-0.006337302	-0.004230882	-0.008443723	1.64024E-14	neuron	4.71376E-14
KDM4C	0.001636626	0.003899892	-0.00062664	2.26753E-07	neuron	3.61959E-07
KDM5A	-0.013380567	-0.010797715	-0.01596342	5.61623E-30	neuron	3.5742E-29
KDM5B	0.000545764	0.001861458	-0.000769929	0.000203939	neuron	0.000244836
KDM5C	0.002274544	0.002958155	0.001590933	4.46406E-11	neuron	9.90467E-11
KDM5D	4.48836E-06	7.64737E-06	1.32935E-06	0.000810134	neuron	0.000924832
KDM6A	-0.00374391	-0.001616913	-0.005870906	4.02533E-05	neuron	5.14187E-05
KDM6B	0.000578174	0.001105782	5.05666E-05	0.000433531	neuron	0.000506448
KDM7A	-0.004304773	-0.002556754	-0.006052792	6.01908E-09	neuron	1.12205E-08
KDSR	-0.000102429	0.000785325	-0.000990184	0.003575083	neuron	0.003901506
KHDC1	-0.002229468	-0.000968903	-0.003490033	2.40187E-06	neuron	3.45349E-06
KHDC4	0.00023307	0.000947826	-0.000481687	0.039926467	neuron	0.041312718
KHDRBS1	0.000885587	0.002147712	-0.000376537	7.09951E-12	neuron	1.69771E-11
KHDRBS2	-0.006401709	-0.004199909	-0.008603509	2.27203E-07	neuron	3.62506E-07
KHDRBS3	0.010243251	0.012998824	0.007487678	1.21019E-25	neuron	6.44638E-25
KHSRP	0.000981916	0.001538618	0.000425215	4.47574E-06	neuron	6.25768E-06
KIAA0100	0.000179795	0.000892556	-0.000532966	2.87447E-06	neuron	4.09816E-06
KIAA0232	-0.00465597	-0.002459132	-0.006852808	4.55756E-11	neuron	1.00989E-10
KIAA0319	0.000633426	0.002411549	-0.001144698	0.00688379	neuron	0.007380165
KIAA0319L	-0.006592224	-0.004486882	-0.008697566	1.69018E-14	neuron	4.84904E-14
KIAA0408	NA	NA	NA	2.44118E-11	neuron	5.5813E-11
KIAA0513	0.000512811	0.001835858	-0.000810236	2.59733E-10	neuron	5.41477E-10
KIAA0586	-0.002623877	-0.000941596	-0.004306158	1.43643E-08	neuron	2.58993E-08
KIAA0753	-0.00598802	-0.003980777	-0.007995262	1.54536E-15	neuron	4.76065E-15
KIAA0825	-0.007622727	-0.005113829	-0.010131625	4.51578E-11	neuron	1.00129E-10
KIAA0895	0.001507898	0.002058542	0.000957253	9.61723E-08	neuron	1.59306E-07
KIAA0895L	0.001851189	0.002120292	0.001582087	3.6015E-14	neuron	1.01942E-13
KIAA0930	0.000579711	0.002749313	-0.00158989	1.1355E-17	neuron	3.98012E-17
KIAA1109	-0.007117238	-0.004701081	-0.009533395	1.29571E-10	neuron	2.77476E-10
KIAA1191	0.001452624	0.001843961	0.001061287	1.41426E-10	neuron	3.02385E-10
KIAA1217	-0.008391631	-0.005323383	-0.011459879	4.21429E-11	neuron	9.37202E-11
KIAA1328	-0.016745335	-0.014071303	-0.019419367	1.44539E-41	neuron	1.41506E-40
KIAA1549	-0.004005484	-0.002082048	-0.00592892	8.01155E-11	neuron	1.74833E-10
KIAA1549L	-0.004447932	-0.001940128	-0.006955736	8.28195E-06	neuron	1.12663E-05
KIAA1586	0.000807328	0.001261106	0.00035355	8.18179E-06	neuron	1.11386E-05
KIAA1671	-0.010239619	-0.007819462	-0.012659775	1.18015E-25	neuron	6.29132E-25
KIAA1958	-0.005362155	-0.003367337	-0.007356973	2.99708E-11	neuron	6.78783E-11
KIAA2012	-0.005621045	-0.003595034	-0.007647055	4.61884E-14	neuron	1.29761E-13
KIAA2026	-0.013232971	-0.010669602	-0.01579634	1.61994E-31	neuron	1.11258E-30
KIDINS220	-0.006332567	-0.004021003	-0.00864413	1.27822E-13	neuron	3.48394E-13
KIF13A	-0.000755034	0.001189219	-0.002699286	0.005063638	neuron	0.005475625
KIF13B	-0.004594287	-0.002823709	-0.006364866	3.85471E-10	neuron	7.97221E-10
KIF16B	-0.007690596	-0.005374982	-0.01000621	1.79031E-13	neuron	4.82719E-13
KIF1A	0.01324106	0.013949197	0.012532923	4.449E-106	neuron	1.8579E-104
KIF1B	-0.006571644	-0.004065165	-0.009078124	1.91265E-06	neuron	2.7826E-06
KIF21A	-0.000739835	0.001361035	-0.002840705	3.10474E-15	neuron	9.37661E-15
KIF21B	0.000777078	0.001384216	0.00016994	9.85506E-06	neuron	1.33392E-05
KIF26B	-0.004067711	-0.002000965	-0.006134456	3.30121E-16	neuron	1.04947E-15
KIF27	-0.003768804	-0.002155883	-0.005381726	5.32823E-08	neuron	9.08863E-08
KIF2A	-0.000585439	0.000856286	-0.002027163	3.87523E-06	neuron	5.45475E-06
KIF3A	-0.007511921	-0.005183458	-0.009840384	3.63065E-19	neuron	1.39395E-18
KIF3B	-0.00010715	0.000943411	-0.001157711	0.001083656	neuron	0.00122509
KIF3C	0.003611376	0.00480591	0.002416842	2.12335E-19	neuron	8.25071E-19
KIF5A	0.005806108	0.00677728	0.004834936	5.13999E-32	neuron	3.59959E-31
KIF5B	0.001579217	0.002531381	0.000627054	8.06249E-07	neuron	1.20896E-06
KIF5C	0.001795082	0.004162499	-0.000572336	5.74651E-08	neuron	9.76516E-08
KIFAP3	-0.007981342	-0.005543516	-0.010419168	3.18758E-12	neuron	7.8586E-12
KIFC2	0.01499103	0.016064858	0.013917202	9.7727E-101	neuron	3.6934E-99
KIFC3	-0.000264094	0.000663056	-0.001191244	0.006298515	neuron	0.006775235
KIN	-0.002821545	-0.001429502	-0.004213588	5.53643E-09	neuron	1.03578E-08
KIRREL3	-0.020697546	-0.01825163	-0.023143463	2.66435E-50	neuron	3.42668E-49
KIT	-2.9802E-05	0.000855957	-0.000915561	0.407976082	neuron	0.410036874
KITLG	0.00149797	0.002472776	0.000523164	5.55281E-06	neuron	7.67568E-06
KIZ	-0.000491869	0.001163752	-0.002147491	3.93511E-07	neuron	6.11134E-07
KLC1	0.009856957	0.010122106	0.009591808	2.6023E-137	neuron	1.6608E-135
KLC2	0.005019835	0.005150264	0.004889407	2.6109E-100	neuron	9.7584E-99
KLC4	0.000839017	0.001292974	0.000385061	0.000248592	neuron	0.000296758
KLF12	0.002231997	0.004239854	0.000224139	7.16379E-11	neuron	1.56585E-10
KLF13	-0.002689388	-0.001210155	-0.004168621	7.7381E-08	neuron	1.29351E-07
KLF6	0.000528085	0.00110545	-4.92809E-05	0.028591412	neuron	0.029770803
KLF7	-0.004017705	-0.002289919	-0.005745491	2.05476E-11	neuron	4.72483E-11
KLF9	0.000519354	0.001591623	-0.000552914	2.46719E-10	neuron	5.15459E-10
KLHDC1	-0.006866787	-0.004824855	-0.008908719	1.3993E-18	neuron	5.19554E-18
KLHDC10	-0.000797385	0.000847362	-0.002442133	0.000274269	neuron	0.000325742
KLHDC2	0.00174092	0.002247311	0.001234529	3.17002E-13	neuron	8.44299E-13
KLHDC3	0.005454606	0.005619631	0.005289581	2.63238E-87	neuron	7.81054E-86
KLHDC4	-0.000498433	0.000535206	-0.001532072	0.000568964	neuron	0.000657955
KLHL12	0.001237714	0.001559893	0.000915534	2.44125E-11	neuron	5.5813E-11
KLHL13	0.000910055	0.001441168	0.000378942	0.000509955	neuron	0.000592248
KLHL18	-0.001506559	-0.000304358	-0.002708759	3.45416E-06	neuron	4.8875E-06
KLHL2	-0.011926155	-0.009287651	-0.014564659	5.33435E-23	neuron	2.52709E-22
KLHL20	-0.002703764	-0.001228503	-0.004179025	1.1885E-08	neuron	2.15903E-08
KLHL21	0.001701523	0.001774533	0.001628513	3.68145E-40	neuron	3.39768E-39
KLHL22	-0.008287784	-0.006052896	-0.010522671	4.71737E-22	neuron	2.10786E-21
KLHL23	0.000321133	0.001528802	-0.000886536	4.37618E-08	neuron	7.53113E-08
KLHL24	-0.001630746	0.000295691	-0.003557183	3.62476E-05	neuron	4.64863E-05
KLHL28	-0.000484304	0.000579535	-0.001548143	3.83076E-06	neuron	5.39336E-06
KLHL29	-0.023841653	-0.021020773	-0.026662533	1.99832E-73	neuron	4.29163E-72
KLHL3	0.001722576	0.003032838	0.000412314	0.000167124	neuron	0.000202216
KLHL32	-0.013182395	-0.010515245	-0.015849545	2.71029E-25	neuron	1.41365E-24
KLHL36	-0.002152046	-0.000825687	-0.003478405	2.06162E-05	neuron	2.69974E-05
KLHL4	-0.009191118	-0.006732658	-0.011649578	8.93213E-22	neuron	3.93398E-21
KLHL42	-0.001291248	9.4236E-05	-0.002676733	3.69301E-06	neuron	5.21352E-06
KLHL5	0.000652053	0.001877259	-0.000573153	0.001856667	neuron	0.002061439
KLHL7	-0.000674496	0.000848352	-0.002197343	9.96274E-05	neuron	0.000122832
KLHL8	-0.001597697	-0.000373715	-0.00282168	8.58796E-07	neuron	1.28534E-06
KLHL9	-2.46914E-05	0.000948603	-0.000997985	1.27131E-07	neuron	2.08042E-07
KLRD1	0.002368969	0.002461663	0.002276274	9.83038E-69	neuron	1.92761E-67
KMT2A	-0.017266478	-0.015035895	-0.019497062	1.02849E-45	neuron	1.16937E-44
KMT2B	0.001448663	0.001800781	0.001096545	1.59394E-10	neuron	3.39515E-10
KMT2C	-0.008391896	-0.005938441	-0.01084535	2.76658E-12	neuron	6.85565E-12
KMT2D	0.000192171	0.000837795	-0.000453454	3.14467E-05	neuron	4.05832E-05
KMT2E	-0.008956931	-0.006529396	-0.011384465	3.33138E-18	neuron	1.21231E-17
KMT5B	-0.003443887	-0.001649577	-0.005238198	3.40396E-10	neuron	7.0594E-10
KNDC1	0.007452943	0.008325518	0.006580369	1.35479E-36	neuron	1.13571E-35
KPNA1	-0.003016579	-0.001314184	-0.004718974	3.07285E-06	neuron	4.36902E-06
KPNA3	-0.001518779	-2.70642E-05	-0.003010493	2.39331E-06	neuron	3.44191E-06
KPNA4	-0.001684969	-0.000279963	-0.003089974	1.76397E-07	neuron	2.84125E-07
KPNA5	-0.001086254	0.000500886	-0.002673393	0.001038294	neuron	0.001176559
KPNA6	0.000131299	0.001224303	-0.000961705	1.69163E-05	neuron	2.23382E-05
KPNB1	0.001576384	0.002532188	0.00062058	2.9267E-09	neuron	5.62315E-09
KRAS	0.000170564	0.001160351	-0.000819223	5.50984E-07	neuron	8.42923E-07
KRBOX4	-6.76634E-06	0.000786355	-0.000799888	0.062228912	neuron	0.063978509
KRIT1	0.000363537	0.001672795	-0.00094572	4.43898E-07	neuron	6.85903E-07
KRR1	0.00029812	0.001135103	-0.000538863	0.002627559	neuron	0.002889375
KSR1	-0.007616533	-0.005447159	-0.009785908	2.37584E-24	neuron	1.18968E-23
KSR2	-0.022320315	-0.020176397	-0.024464234	7.24614E-74	neuron	1.56614E-72
KTN1	-0.001797499	0.000261481	-0.003856479	1.2809E-06	neuron	1.88581E-06
KYAT1	-0.012939537	-0.010298891	-0.015580183	5.68129E-46	neuron	6.50321E-45
KYAT3	-0.001046492	-5.30854E-05	-0.002039899	0.000635287	neuron	0.00073135
L1CAM	0.002193363	0.002328375	0.002058351	5.9562E-32	neuron	4.16257E-31
L2HGDH	-0.008706309	-0.006429108	-0.01098351	4.58574E-21	neuron	1.95973E-20
L3MBTL1	-0.001521266	-0.000468463	-0.002574069	1.66747E-08	neuron	2.98977E-08
L3MBTL3	0.000271347	0.001057469	-0.000514775	0.082550254	neuron	0.084498785
L3MBTL4	-0.00733164	-0.00486348	-0.0097998	3.95147E-19	neuron	1.51198E-18
LAMA2	-0.004193891	-0.002020782	-0.006367	1.06061E-07	neuron	1.74916E-07
LAMA4	-0.007862882	-0.005442952	-0.010282812	8.23583E-24	neuron	4.02568E-23
LAMA5	0.001449963	0.001581071	0.001318856	1.97317E-18	neuron	7.26253E-18
LAMB1	-0.004732749	-0.002946175	-0.006519323	1.48602E-11	neuron	3.45344E-11
LAMC1	-0.001944943	-0.00056714	-0.003322747	1.82957E-08	neuron	3.26657E-08
LAMP1	0.00289303	0.003277359	0.002508701	5.88519E-18	neuron	2.10652E-17
LAMP2	-0.000202565	0.000869627	-0.001274757	0.003556729	neuron	0.00388273
LAMTOR4	0.002466009	0.002738402	0.002193617	5.16434E-20	neuron	2.08702E-19
LANCL1	-0.002393088	-0.000604137	-0.004182039	2.53857E-08	neuron	4.47108E-08
LANCL2	-0.000799568	0.000457067	-0.002056202	0.022976484	neuron	0.02400184
LAPTM4B	0.000985851	0.001471939	0.000499762	9.33289E-06	neuron	1.26451E-05
LARGE1	-0.003219283	-0.000544104	-0.005894462	0.001616099	neuron	0.001803515
LARP1	0.00079395	0.002488798	-0.000900898	2.89775E-07	neuron	4.57273E-07
LARP1B	-0.011694192	-0.009152822	-0.014235562	1.11149E-22	neuron	5.19286E-22
LARP4	-0.001300434	0.000115834	-0.002716702	0.00793571	neuron	0.00847551
LARP4B	0.000280206	0.001905248	-0.001344836	0.007435831	neuron	0.007955622
LARS2	-0.009969694	-0.00753852	-0.012400868	6.89822E-32	neuron	4.80602E-31
LAS1L	0.000483574	0.001206501	-0.000239353	0.111856135	neuron	0.114133749
LASP1	0.001985629	0.002541258	0.001430001	3.32909E-13	neuron	8.84922E-13
LATS1	-0.007325935	-0.005204466	-0.009447403	9.86688E-17	neuron	3.25925E-16
LCA5	-0.001177585	-1.98654E-05	-0.002335304	0.012295423	neuron	0.013002742
LCLAT1	-0.003885945	-0.002087241	-0.005684649	3.42253E-09	neuron	6.52945E-09
LCMT1	-0.00071943	0.00059434	-0.0020332	0.035478648	neuron	0.03680053
LCNL1	0.001918908	0.002150431	0.001687384	2.26015E-16	neuron	7.26018E-16
LCOR	-0.000857247	0.001305745	-0.003020239	8.93509E-08	neuron	1.48443E-07
LCORL	-0.005058839	-0.002966692	-0.007150986	5.11487E-12	neuron	1.24289E-11
LDAH	-0.004608095	-0.002798222	-0.006417968	2.4684E-11	neuron	5.63765E-11
LDB2	-0.001726017	0.000958219	-0.004410253	0.000995218	neuron	0.001129071
LDHB	0.003630038	0.003862266	0.003397811	5.1756E-42	neuron	5.17943E-41
LDLRAD3	-2.73347E-05	0.001034808	-0.001089477	0.138335635	neuron	0.140812605
LDLRAD4	-0.018765294	-0.016217733	-0.021312856	3.21859E-44	neuron	3.43977E-43
LEMD2	-0.003105204	-0.001654248	-0.004556161	3.51282E-09	neuron	6.69414E-09
LEMD3	-0.002395352	-0.000791736	-0.003998968	9.97011E-10	neuron	1.9955E-09
LENG8	0.011454887	0.011918851	0.010990923	2.135E-120	neuron	1.111E-118
LEPR	0.001630255	0.002254052	0.001006458	2.71661E-05	neuron	3.53141E-05
LEPROTL1	0.001560143	0.001990521	0.001129766	4.45109E-11	neuron	9.87915E-11
LETM1	0.001245387	0.001795841	0.000694933	5.20807E-06	neuron	7.22868E-06
LETMD1	-0.001891771	-0.00065307	-0.003130471	7.82169E-09	neuron	1.44494E-08
LGALS8	0.001306384	0.001920992	0.000691777	6.77918E-09	neuron	1.25786E-08
LGI1	0.002035883	0.00342069	0.000651076	1.66596E-08	neuron	2.98866E-08
LGI3	0.002696327	0.002895084	0.002497571	1.32437E-31	neuron	9.13291E-31
LGI4	0.001854034	0.003104515	0.000603553	1.68786E-20	neuron	7.00086E-20
LGMN	0.001703177	0.002088126	0.001318229	6.66685E-14	neuron	1.84993E-13
LGR4	0.000798509	0.001717339	-0.00012032	0.000979115	neuron	0.001111547
LHFPL2	-0.002200459	-0.000752568	-0.00364835	5.1038E-06	neuron	7.09561E-06
LHFPL3	0.003896195	0.004857493	0.002934897	8.85645E-12	neuron	2.09783E-11
LHFPL4	-0.004567014	-0.002607165	-0.006526862	3.51255E-12	neuron	8.64716E-12
LHFPL6	-0.000964975	0.00098891	-0.00291886	2.08178E-06	neuron	3.01182E-06
LHPP	-0.008960551	-0.006659391	-0.011261711	2.88042E-25	neuron	1.49893E-24
LHX2	-0.003545842	-0.001986142	-0.005105542	2.30491E-12	neuron	5.7474E-12
LIFR	-5.97167E-05	0.001162553	-0.001281986	2.01015E-08	neuron	3.57389E-08
LIMA1	-0.002729579	-0.001282318	-0.004176841	4.19965E-06	neuron	5.89065E-06
LIMCH1	0.003889767	0.006337196	0.001442337	1.56207E-12	neuron	3.95339E-12
LIMK1	0.001189579	0.001874685	0.000504474	8.98495E-11	neuron	1.95319E-10
LIMS1	-0.001703224	-0.000293703	-0.003112745	8.52444E-05	neuron	0.000105657
LIN52	-0.001055937	0.000323433	-0.002435308	1.15215E-06	neuron	1.70368E-06
LIN54	-0.003384316	-0.001857446	-0.004911185	1.68707E-07	neuron	2.72193E-07
LIN7A	-0.004025306	-0.001856256	-0.006194355	2.27086E-07	neuron	3.62405E-07
LIN7C	0.002303954	0.002930231	0.001677677	7.61984E-13	neuron	1.97806E-12
LINGO1	-0.011808296	-0.008870828	-0.014745764	1.3412E-60	neuron	2.25141E-59
LINGO2	-0.006886946	-0.004474152	-0.00929974	1.84045E-20	neuron	7.61507E-20
LINS1	0.000257678	0.000950263	-0.000434908	3.28474E-05	neuron	4.23262E-05
LIPA	-0.005100634	-0.003093144	-0.007108123	5.13311E-10	neuron	1.0507E-09
LMAN1	0.001835601	0.002303816	0.001367386	3.1056E-08	neuron	5.4358E-08
LMAN2L	0.000451229	0.001085036	-0.000182578	0.260026225	neuron	0.26231396
LMBR1	-0.008729183	-0.006387443	-0.011070923	5.77207E-17	neuron	1.93595E-16
LMBR1L	0.002175709	0.002781005	0.001570413	6.39504E-08	neuron	1.08021E-07
LMBRD1	-0.007421131	-0.005149312	-0.00969295	1.72257E-13	neuron	4.65012E-13
LMBRD2	-0.002658077	-0.000758977	-0.004557177	5.6075E-08	neuron	9.54573E-08
LMF1	-0.003683962	-0.001909234	-0.00545869	4.95343E-08	neuron	8.47924E-08
LMF2	0.001801788	0.001965382	0.001638193	8.58341E-20	neuron	3.40767E-19
LMLN	-0.000774805	0.000232312	-0.001781922	0.002168381	neuron	0.00239652
LMNA	-0.000385125	0.000524415	-0.001294665	0.000201135	neuron	0.000241684
LMO3	0.002365364	0.004486511	0.000244218	5.22951E-06	neuron	7.25398E-06
