primerid	coef	ci.hi	ci.lo	P
TMEM108	-0.053583598	-0.043672723	0.043672723	2.44355E-25
TMEM117	-0.062236943	-0.05428353	0.05428353	1.97635E-52
TMEM120B	-0.021722915	-0.017163215	0.017163215	3.13506E-27
TMEM127	0.012765468	0.01641852	-0.01641852	9.51524E-17
TMEM130	-0.053007883	-0.04707493	0.04707493	8.84563E-74
TMEM131	-0.028739884	-0.022493696	0.022493696	1.13231E-21
TMEM131L	0.002010138	0.006080656	-0.006080656	0.006338492
TMEM132A	0.01989945	0.024097624	-0.024097624	1.26394E-19
TMEM132B	-0.131302141	-0.121908019	0.121908019	1.8897E-162
TMEM132C	0.010720918	0.016250993	-0.016250993	0.000326565
TMEM132D	-0.143389307	-0.133108283	0.133108283	2.8587E-165
TMEM135	-0.04231758	-0.036059814	0.036059814	2.02946E-42
TMEM144	0.022264558	0.02526374	-0.02526374	1.22726E-49
TMEM145	0.040692413	0.045007771	-0.045007771	4.00787E-74
TMEM14A	-0.005009155	-0.00158649	0.00158649	5.70448E-13
TMEM150C	-0.01244008	-0.008686747	0.008686747	4.71622E-14
TMEM151A	0.015168183	0.018185909	-0.018185909	1.05171E-21
TMEM160	0.027632571	0.03155494	-0.03155494	9.92448E-42
TMEM161B	-0.010938907	-0.00694059	0.00694059	3.04128E-12
TMEM163	-0.033706306	-0.029393258	0.029393258	6.2217E-58
TMEM164	0.000828569	0.00382294	-0.00382294	0.000175008
TMEM165	0.022419569	0.026988986	-0.026988986	5.33117E-29
TMEM167B	0.015983808	0.018614028	-0.018614028	4.14417E-34
TMEM168	-0.010475784	-0.007514895	0.007514895	1.83918E-18
TMEM170B	-0.000297589	0.003852105	-0.003852105	1.63772E-05
TMEM175	0.020076041	0.02389545	-0.02389545	1.81593E-38
TMEM178A	-0.018152003	-0.011764004	0.011764004	1.52925E-15
TMEM178B	-0.141866291	-0.132235706	0.132235706	7.3188E-183
TMEM179	-0.00445475	-0.000509794	0.000509794	2.56084E-08
TMEM181	-0.010411866	-0.005398045	0.005398045	2.50889E-10
TMEM184B	-0.006176214	-0.002290531	0.002290531	1.17444E-05
TMEM192	-0.012244881	-0.008704857	0.008704857	2.58699E-14
TMEM196	0.006723733	0.01022209	-0.01022209	5.90267E-06
TMEM222	0.035106072	0.039054883	-0.039054883	1.4514E-69
TMEM230	-0.007515684	-0.003788191	0.003788191	6.56206E-07
TMEM232	-0.043282606	-0.033826249	0.033826249	2.88042E-39
TMEM241	-0.053374726	-0.048296732	0.048296732	1.61817E-96
TMEM245	0.009950534	0.016367959	-0.016367959	5.35367E-20
TMEM248	0.007734498	0.011723474	-0.011723474	8.29546E-06
TMEM25	0.01213791	0.015073438	-0.015073438	5.42636E-15
TMEM259	0.040339121	0.045423076	-0.045423076	1.46843E-58
TMEM260	-0.039829674	-0.034909415	0.034909415	2.63531E-61
TMEM266	-0.028671688	-0.025038857	0.025038857	6.94959E-60
TMEM267	-0.007054359	-0.004061273	0.004061273	3.16047E-09
TMEM268	0.003430976	0.007073783	-0.007073783	3.19637E-05
TMEM30A	-0.013636462	-0.008114741	0.008114741	8.88021E-19
TMEM33	0.000372743	0.003847276	-0.003847276	6.11358E-08
TMEM35A	-0.009169196	-0.005749014	0.005749014	2.10744E-08
TMEM38A	-0.038673286	-0.03441872	0.03441872	3.30286E-77
TMEM38B	-0.014525197	-0.011559327	0.011559327	5.70535E-24
TMEM39B	-0.001790957	0.001234223	-0.001234223	0.017913132
TMEM41B	-0.005039987	-0.000761696	0.000761696	1.22572E-05
TMEM47	0.01199937	0.014911026	-0.014911026	7.77028E-15
TMEM50A	-0.001313545	0.002020046	-0.002020046	0.005688801
TMEM50B	0.001826694	0.005409466	-0.005409466	0.015909625
TMEM59	-0.001768761	0.00212515	-0.00212515	0.005785826
TMEM59L	0.066887941	0.075302499	-0.075302499	1.55989E-62
TMEM62	-0.019740219	-0.016173249	0.016173249	5.85947E-29
TMEM63B	0.085914549	0.092339931	-0.092339931	7.7293E-185
TMEM63C	0.06712809	0.070670838	-0.070670838	1.7105E-305
TMEM64	-0.017275593	-0.013015077	0.013015077	4.58849E-17
TMEM65	-0.022870281	-0.017650268	0.017650268	2.59646E-17
TMEM67	-0.005919665	-0.002650392	0.002650392	4.15091E-08
TMEM68	-0.00380855	-0.001086325	0.001086325	3.05485E-05
TMEM74B	0.017507487	0.020380301	-0.020380301	4.276E-32
TMEM87A	-0.011724535	-0.007822102	0.007822102	2.42732E-11
TMEM8B	0.005078194	0.008004595	-0.008004595	3.45687E-05
TMEM9	0.016735321	0.02044348	-0.02044348	1.70444E-21
TMEM94	0.012060718	0.014895698	-0.014895698	1.7863E-17
TMF1	-0.00698908	-0.00333403	0.00333403	1.7635E-17
TMLHE	-0.014828464	-0.011848528	0.011848528	3.39228E-24
TMOD1	-0.0499505	-0.044918592	0.044918592	1.108E-85
TMOD2	-0.032868375	-0.026089323	0.026089323	1.20084E-28
TMOD3	-0.003468287	4.37994E-05	-4.37994E-05	2.42484E-07
TMPO	0.000455298	0.003371378	-0.003371378	6.19751E-06
TMSB10	0.087049795	0.093300089	-0.093300089	2.3937E-160
TMSB4X	0.036048669	0.042931357	-0.042931357	1.50641E-56
TMTC1	-0.009227973	-0.001874488	0.001874488	0.007881162
TMTC2	0.05265527	0.060334116	-0.060334116	3.05584E-43
TMTC3	-0.023063989	-0.018601597	0.018601597	2.91319E-26
TMUB1	0.014822811	0.01763203	-0.01763203	1.06358E-26
TMX3	-0.010723459	-0.006035628	0.006035628	3.69947E-15
TMX4	-0.016034929	-0.011379328	0.011379328	7.70888E-14
TNFRSF21	0.004440574	0.008044107	-0.008044107	1.37647E-06
TNFRSF25	0.01498927	0.020122219	-0.020122219	6.13802E-08
TNFSF13B	0.00396938	0.007283078	-0.007283078	0.004155243
TNIK	0.010320628	0.019383673	-0.019383673	6.53242E-17
TNK2	0.032196992	0.037749248	-0.037749248	3.65792E-40
TNKS	-0.101936289	-0.09294079	0.09294079	1.8804E-108
TNKS2	0.00196857	0.007075775	-0.007075775	1.26191E-07
TNNT2	0.041529441	0.044542719	-0.044542719	1.4107E-168
TNPO1	-0.030220283	-0.023651404	0.023651404	2.08396E-21
TNPO2	0.049165394	0.054452709	-0.054452709	9.91369E-94
TNPO3	-0.007885689	-0.003809155	0.003809155	1.01778E-05
TNR	-0.11204154	-0.103240964	0.103240964	5.1037E-137
TNRC18	-0.055279522	-0.049129703	0.049129703	8.34121E-72
TNRC6A	-0.141877498	-0.133314321	0.133314321	2.6875E-242
TNRC6B	-0.043980335	-0.034956963	0.034956963	1.10657E-25
TNRC6C	-0.044481513	-0.036204626	0.036204626	2.94737E-25
TNXB	-0.010814395	-0.007631842	0.007631842	3.26796E-26
TOB1	0.011282189	0.01445395	-0.01445395	1.58191E-13
TOB2	-8.84176E-05	0.003287159	-0.003287159	7.1475E-09
TOGARAM1	-0.01464892	-0.009490844	0.009490844	5.98077E-13
TOLLIP	-0.009994148	-0.004663022	0.004663022	2.06943E-09
TOM1	0.019464786	0.022514827	-0.022514827	4.62675E-39
TOM1L1	-0.008290783	-0.005172563	0.005172563	1.1007E-11
TOM1L2	-0.054327494	-0.047965896	0.047965896	4.77692E-67
TOMM20	0.010584488	0.015732239	-0.015732239	1.67458E-05
TOMM7	0.024092501	0.027128874	-0.027128874	1.02104E-52
TOMM70	0.008868694	0.012364357	-0.012364357	5.39879E-09
TOP1	0.006929599	0.012449218	-0.012449218	2.00185E-11
TOP2B	-0.024524461	-0.018934417	0.018934417	6.29052E-22
TOP3A	-0.004060177	-0.001121451	0.001121451	3.19341E-10
TOPBP1	-0.006146488	-0.003237608	0.003237608	1.8701E-08
TOR1AIP1	0.002436981	0.005050398	-0.005050398	0.008118186
TOR1AIP2	0.002645511	0.006468455	-0.006468455	0.000224503
TOX	-0.020194364	-0.011044646	0.011044646	1.84165E-07
TOX2	-0.01081864	-0.007085553	0.007085553	9.74005E-10
TOX3	0.006249355	0.00997571	-0.00997571	0.000211753
TP53BP1	-0.011733917	-0.006674136	0.006674136	3.17871E-07
TPCN1	-0.00756935	-0.004008226	0.004008226	5.13259E-16
TPCN2	-0.032981156	-0.029767308	0.029767308	1.3544E-104
TPD52	0.06435218	0.068909073	-0.068909073	1.1242E-188
TPD52L1	-0.002314301	0.001182027	-0.001182027	0.000427481
TPD52L2	0.01841621	0.023576873	-0.023576873	3.03506E-27
TPGS2	-0.011767051	-0.007904384	0.007904384	3.25319E-11
TPI1	0.025459454	0.030035489	-0.030035489	2.09484E-27
TPK1	-0.047772076	-0.042371854	0.042371854	3.5062E-72
TPM1	-0.001129693	0.003267369	-0.003267369	0.351660242
TPM3	-0.001497497	0.002240231	-0.002240231	4.40183E-08
TPM4	-0.011321264	-0.008095081	0.008095081	6.59901E-17
TPP2	-0.004926615	-5.38861E-05	5.38861E-05	9.83298E-06
TPPP	0.039960887	0.046052674	-0.046052674	3.6257E-44
TPR	-0.009093112	-0.004864807	0.004864807	9.35865E-14
TPRG1L	0.016423725	0.019457894	-0.019457894	1.1018E-25
TPST1	-0.047310581	-0.040308177	0.040308177	1.86845E-40
TPST2	0.00100747	0.00414424	-0.00414424	0.540303106
TPT1	0.047961945	0.052009138	-0.052009138	3.1779E-117
TRA2A	-0.012202231	-0.004795835	0.004795835	3.55762E-05
TRA2B	-0.006021951	-0.001474727	0.001474727	0.000193131
TRABD	0.0335507	0.036895104	-0.036895104	1.1331E-93
TRAF3	-0.053734634	-0.048105372	0.048105372	3.70151E-79
TRAF3IP1	-0.034434675	-0.030229226	0.030229226	2.89644E-61
TRAF6	-0.001785355	0.000995806	-0.000995806	0.00072202
TRAK1	-0.022039518	-0.016552475	0.016552475	7.82632E-23
TRAK2	-0.038874104	-0.032632164	0.032632164	1.04705E-33
TRAM1	0.000761058	0.004257181	-0.004257181	6.87582E-06
TRANK1	-0.093003617	-0.086917537	0.086917537	7.376E-201
TRAP1	-0.01064877	-0.00582928	0.00582928	2.80094E-06
TRAPPC10	-0.023212613	-0.019430628	0.019430628	3.01616E-36
TRAPPC11	-0.000212905	0.00335475	-0.00335475	3.74291E-07
TRAPPC12	-0.053666633	-0.048122586	0.048122586	2.44921E-80
TRAPPC13	-0.00455584	-0.001721964	0.001721964	6.95834E-05
TRAPPC2	0.00757938	0.010323694	-0.010323694	1.19252E-15
TRAPPC3	0.014429124	0.017277845	-0.017277845	9.46634E-29
TRAPPC6B	-0.001750788	0.002093606	-0.002093606	0.53126942
TRAPPC8	-0.010270215	-0.005379953	0.005379953	7.424E-09
TRAPPC9	-0.072562898	-0.06621421	0.06621421	1.0357E-112
TRERF1	-0.033908139	-0.027473604	0.027473604	8.06861E-25
TRHDE	-0.006644722	0.002059995	-0.002059995	1.48565E-12
TRIM11	0.001991809	0.004815675	-0.004815675	3.00723E-05
TRIM13	0.015553687	0.01827781	-0.01827781	2.07614E-31
TRIM14	-0.02870028	-0.025482375	0.025482375	1.76999E-77
TRIM2	0.041396799	0.049994689	-0.049994689	2.11644E-40
TRIM23	0.00071462	0.00476068	-0.00476068	2.16251E-05
TRIM24	-0.002408727	0.001542684	-0.001542684	4.40555E-05
TRIM26	0.001920406	0.004647961	-0.004647961	0.03028039
TRIM28	0.031963362	0.035351916	-0.035351916	1.6046E-75
TRIM3	0.019356598	0.022573455	-0.022573455	2.10273E-37
TRIM33	-0.038354989	-0.031960605	0.031960605	1.07619E-32
TRIM36	-0.007772358	-0.004673897	0.004673897	1.81042E-06
TRIM37	-0.018519819	-0.012237046	0.012237046	1.2168E-15
TRIM4	-0.009472264	-0.006716965	0.006716965	2.96857E-15
TRIM44	-0.043690771	-0.036541378	0.036541378	3.61883E-34
TRIM46	0.002553384	0.005412506	-0.005412506	5.92995E-13
TRIM52	-0.014457717	-0.011085514	0.011085514	1.69167E-17
TRIM66	-0.00566356	-0.003017227	0.003017227	1.02791E-13
TRIM69	-0.015996244	-0.012173561	0.012173561	9.27537E-18
TRIM8	-0.001640675	0.001102021	-0.001102021	0.000539545
TRIM9	-0.09272713	-0.083226956	0.083226956	1.27394E-81
TRIO	-0.097441012	-0.08825237	0.08825237	6.48098E-94
TRIP11	-0.039596583	-0.033676691	0.033676691	6.71617E-44
TRIP12	-0.018560736	-0.011750227	0.011750227	1.12563E-11
TRIP4	-0.014738766	-0.011452652	0.011452652	8.53293E-21
TRIQK	-0.005762036	-0.002067646	0.002067646	3.84815E-09
TRIR	0.0105867	0.013668249	-0.013668249	7.57877E-12
TRIT1	0.007877125	0.010734889	-0.010734889	2.46721E-07
TRMT1	-0.007403255	-0.003201332	0.003201332	7.36911E-23
TRMT11	0.220987706	0.226298904	-0.226298904	0
TRMT112	0.009053331	0.011933947	-0.011933947	4.83561E-09
TRMT13	-0.000262658	0.00225803	-0.00225803	0.000347922
TRMT1L	-0.007214123	-0.003953888	0.003953888	2.00075E-13
TRMT61B	-0.013207006	-0.00985205	0.00985205	1.6046E-15
TRMT9B	-0.035484951	-0.030302649	0.030302649	8.27586E-42
TRMU	0.003281937	0.006883248	-0.006883248	2.32227E-13
TRNAU1AP	-0.006544904	-0.003077764	0.003077764	1.14862E-06
TRPC1	-0.045073662	-0.038105094	0.038105094	2.00556E-36
TRPC4	0.014408562	0.018763103	-0.018763103	9.92092E-11
TRPC4AP	-0.008833611	-0.00369	0.00369	1.89863E-09
TRPC5	-0.025129543	-0.019989709	0.019989709	7.41208E-24
TRPC6	0.033692043	0.0373115	-0.0373115	1.08017E-75
TRPM2	0.002309312	0.007052122	-0.007052122	8.05941E-11
TRPM3	-0.051501083	-0.043244633	0.043244633	3.29503E-60
TRPM7	-0.005913445	-4.42835E-05	4.42835E-05	1.92424E-06
TRPS1	0.018243617	0.02511166	-0.02511166	2.55251E-13
TRRAP	-0.006741194	-0.001626428	0.001626428	4.66514E-06
TRUB1	-0.0105038	-0.007293661	0.007293661	9.78859E-14
TSC1	-0.024269832	-0.019877536	0.019877536	1.67982E-29
TSC2	0.016884408	0.020695495	-0.020695495	2.58939E-33
TSC22D1	-0.116742594	-0.107490193	0.107490193	1.9339E-133
TSC22D2	-0.018859398	-0.013343765	0.013343765	1.00723E-14
TSC22D3	0.035566374	0.039180558	-0.039180558	1.57444E-91
TSEN15	-0.005018236	-0.00108663	0.00108663	7.27379E-10
TSEN2	-0.02600745	-0.022002811	0.022002811	1.97256E-38
TSG101	-0.005147019	-0.001453055	0.001453055	0.000531479
TSGA10	-0.046781541	-0.041770553	0.041770553	8.49989E-79
TSHZ1	-0.00023444	0.004756079	-0.004756079	0.000704322
TSHZ2	-0.040041739	-0.030528073	0.030528073	4.84646E-16
TSHZ3	-0.017748424	-0.012297552	0.012297552	9.92076E-16
TSN	-0.002621916	0.000583394	-0.000583394	7.63393E-10
TSNARE1	-0.021093536	-0.016943816	0.016943816	2.94331E-27
TSPAN13	-0.008425597	-0.004356292	0.004356292	1.21055E-13
TSPAN14	-0.010575916	-0.007392879	0.007392879	9.9203E-15
TSPAN17	0.006125069	0.00900638	-0.00900638	1.02769E-06
TSPAN3	-0.00209062	0.002373019	-0.002373019	0.132053088
TSPAN5	-0.08654962	-0.077005121	0.077005121	1.57318E-69
TSPAN7	0.156507058	0.162760587	-0.162760587	0
TSPAN9	-0.002648754	0.001079718	-0.001079718	7.69264E-05
TSPOAP1	0.015589271	0.019689036	-0.019689036	3.93077E-22
TSPYL1	0.039238883	0.046450625	-0.046450625	1.31361E-33
TSPYL2	0.042311119	0.049939264	-0.049939264	3.34821E-29
TSPYL4	-0.00503086	0.000605762	-0.000605762	1.13705E-08
TSTD2	-0.00115665	0.001360336	-0.001360336	0.005576035
TTBK1	0.013924172	0.017693739	-0.017693739	8.84153E-19
TTBK2	4.81312E-05	0.008029355	-0.008029355	1.77264E-08
TTC1	-0.002363744	0.001890421	-0.001890421	9.83924E-05
TTC13	-0.009263629	-0.005332193	0.005332193	3.56968E-07
TTC14	-0.057547858	-0.05008864	0.05008864	9.74539E-52
TTC17	-0.04016418	-0.03289689	0.03289689	9.3349E-28
TTC19	0.003699502	0.009366438	-0.009366438	2.49818E-05
TTC21B	-0.014957947	-0.009161209	0.009161209	5.82748E-08
TTC26	-0.002293416	0.000519149	-0.000519149	0.003714455
TTC27	-0.002084061	0.001221409	-0.001221409	7.42938E-05
TTC28	-0.065719494	-0.056896205	0.056896205	8.25562E-48
TTC3	-0.047817532	-0.03875166	0.03875166	4.81767E-33
TTC33	0.009325198	0.013461062	-0.013461062	1.61952E-13
TTC37	0.050599421	0.057331759	-0.057331759	6.36993E-83
TTC39B	-0.025066535	-0.019879654	0.019879654	4.77752E-26
TTC39C	-0.043361398	-0.036860002	0.036860002	2.39114E-39
TTC5	-0.013904387	-0.010448225	0.010448225	5.30805E-19
TTC7A	-0.010835323	-0.007793011	0.007793011	1.38276E-20
TTC7B	-0.044014116	-0.036632261	0.036632261	1.84696E-31
TTC8	-0.032762768	-0.028620183	0.028620183	1.59638E-64
TTC9B	0.039107299	0.042578907	-0.042578907	2.9007E-109
TTI1	-0.015736636	-0.012786783	0.012786783	6.55639E-27
TTL	-0.014093883	-0.010442702	0.010442702	2.2358E-17
TTLL11	-0.070995066	-0.064560353	0.064560353	3.2051E-104
TTLL5	-0.009239017	-0.003493942	0.003493942	2.72464E-07
TTLL7	-0.021779597	-0.012733179	0.012733179	8.83396E-14
TTN	0.013191835	0.017462704	-0.017462704	2.57881E-23
TTYH1	0.009275431	0.01342325	-0.01342325	4.0551E-16
TTYH3	-0.028830039	-0.024247876	0.024247876	1.02471E-34
TUB	-0.010627127	-0.006744796	0.006744796	2.83266E-07
TUBA1A	0.017992399	0.021551397	-0.021551397	2.22939E-37
TUBA1B	0.016390009	0.024014479	-0.024014479	1.7328E-05
TUBA4A	-0.001810333	0.001803101	-0.001803101	0.198061375
TUBB	0.049136216	0.053695798	-0.053695798	1.1996E-101
TUBB2A	-0.028812725	-0.024641202	0.024641202	1.65335E-59
TUBB4A	0.078849059	0.08367937	-0.08367937	1.9708E-223
TUBB4B	-0.001190499	0.00253756	-0.00253756	5.41693E-09
TUBE1	0.00402111	0.007865579	-0.007865579	1.46479E-07
TUBG2	0.002279457	0.004862405	-0.004862405	0.000748932
TUBGCP2	-0.010224823	-0.006935816	0.006935816	2.68877E-15
TUBGCP3	-0.018672029	-0.014456243	0.014456243	4.97649E-24
TUBGCP5	-0.008040406	-0.004870717	0.004870717	7.45276E-11
TUBGCP6	0.005276584	0.009887666	-0.009887666	3.09755E-47
TUFM	0.012375568	0.015077331	-0.015077331	2.07751E-18
TULP4	-0.148726096	-0.141195504	0.141195504	0
TUSC3	-0.026213994	-0.019297977	0.019297977	2.11121E-18
TUT4	-0.043367051	-0.036240427	0.036240427	4.61572E-33
TUT7	-0.019956218	-0.015625196	0.015625196	7.80304E-23
TVP23A	-0.016153291	-0.012081752	0.012081752	8.98607E-18
TWSG1	-0.008106577	-0.004905081	0.004905081	3.27044E-10
TXLNA	0.017583343	0.020712815	-0.020712815	5.21329E-32
TXLNG	-0.020712425	-0.016636239	0.016636239	1.01593E-24
TXN	0.009985514	0.012671789	-0.012671789	9.92105E-19
TXNDC11	-0.009798576	-0.006525752	0.006525752	1.28678E-08
TXNDC12	-0.004573657	-0.001960313	0.001960313	7.06707E-07
TXNDC15	-0.011182409	-0.008587619	0.008587619	2.9157E-17
TXNDC16	-0.029729368	-0.024371135	0.024371135	9.53146E-28
TXNL1	-0.011079869	-0.006799463	0.006799463	2.75808E-19
TXNL4A	-0.018490414	-0.014720181	0.014720181	2.68585E-22
TXNRD1	-0.043142054	-0.03836381	0.03836381	2.50107E-73
TXNRD2	0.007272645	0.009918183	-0.009918183	3.86583E-13
TYRO3	0.014439258	0.018958169	-0.018958169	3.62935E-14
TYW1	-0.020515744	-0.015552482	0.015552482	3.98885E-15
TYW1B	-0.010106131	-0.005904926	0.005904926	1.01931E-06
TYW3	0.00315448	0.005959944	-0.005959944	5.4863E-06
U2AF2	0.018944148	0.022301363	-0.022301363	1.91176E-29
U2SURP	0.009064329	0.014764728	-0.014764728	2.15101E-23
UBA1	0.042122185	0.046470903	-0.046470903	3.19135E-78
UBA2	-0.011732619	-0.007717091	0.007717091	1.05152E-14
UBA3	-0.003724686	-0.000194829	0.000194829	1.82349E-14
UBA5	0.00674792	0.010003673	-0.010003673	1.99952E-09
UBA52	0.065602704	0.069805333	-0.069805333	1.1336E-205
UBA6	-0.001051785	0.003427607	-0.003427607	1.41588E-08
UBAC2	-0.031731495	-0.025457562	0.025457562	6.10203E-24
UBALD1	0.023081804	0.026354189	-0.026354189	2.84273E-43
UBAP1	-0.014022369	-0.009516662	0.009516662	1.68326E-10
UBAP1L	0.014469514	0.019573676	-0.019573676	2.54827E-18
UBAP2	-0.006559339	-0.002183916	0.002183916	2.58098E-05
UBAP2L	0.002529141	0.005855785	-0.005855785	0.000120802
UBASH3B	-0.00268732	0.001992275	-0.001992275	0.341765368
UBB	0.023574889	0.027869837	-0.027869837	7.18477E-32
UBC	0.019062123	0.024043006	-0.024043006	7.05906E-15
UBE2B	-0.004730571	0.000692244	-0.000692244	0.000165274
UBE2D1	0.000751846	0.003839925	-0.003839925	2.57941E-06
UBE2D2	-0.001867121	0.002923317	-0.002923317	0.013561443
UBE2D3	-0.002837948	0.004773715	-0.004773715	3.74206E-09
UBE2E1	0.001181343	0.005149918	-0.005149918	0.040240469
UBE2E2	-0.115565515	-0.106187649	0.106187649	4.1991E-127
UBE2E3	-0.005190867	0.001562919	-0.001562919	3.09367E-12
UBE2G1	-0.010945815	-0.006534714	0.006534714	1.40906E-07
UBE2G2	-0.002120745	0.003075811	-0.003075811	3.35456E-11
UBE2H	0.004133418	0.010979505	-0.010979505	0.000211703
UBE2I	-0.010473629	-0.007008834	0.007008834	3.15669E-14
UBE2J1	-0.000635953	0.002246057	-0.002246057	1.23142E-06
UBE2J2	0.005727324	0.009141557	-0.009141557	0.000392612
UBE2K	-0.022941912	-0.015596331	0.015596331	2.85661E-14
UBE2L3	0.017485107	0.022034567	-0.022034567	2.97185E-23
UBE2M	0.045285759	0.049657015	-0.049657015	1.58228E-91
UBE2N	0.003243093	0.007146899	-0.007146899	0.116785242
UBE2O	-0.004846914	0.000251092	-0.000251092	0.015976485
UBE2Q1	0.013121996	0.01620484	-0.01620484	1.35837E-18
UBE2Q2	-0.00239745	0.000354843	-0.000354843	0.000339399
UBE2QL1	0.005171013	0.00933158	-0.00933158	1.33074E-06
UBE2R2	-0.009470285	-0.003220462	0.003220462	5.83969E-06
UBE2V2	-0.011154645	-0.007111945	0.007111945	6.57988E-09
UBE2W	0.096973051	0.099778412	-0.099778412	0
UBE2Z	0.034787166	0.038968175	-0.038968175	1.47157E-67
UBE3A	-0.021997481	-0.015136138	0.015136138	2.17386E-12
UBE3B	-0.00676979	-0.003604743	0.003604743	4.46994E-13
UBE3C	-0.047194212	-0.040802108	0.040802108	2.57246E-47
UBE3D	-0.014013278	-0.008124322	0.008124322	8.40218E-08
UBE4A	0.004867273	0.008954277	-0.008954277	7.47514E-05
UBE4B	-0.03767871	-0.031362611	0.031362611	1.25909E-33
UBFD1	-0.014399657	-0.011452761	0.011452761	1.61383E-28
UBL3	-0.015996105	-0.009765405	0.009765405	1.9295E-13
UBLCP1	-0.003230666	-0.000137196	0.000137196	4.50618E-13
UBN1	0.001751032	0.004271247	-0.004271247	0.00138866
UBN2	-0.063070223	-0.055964981	0.055964981	5.99168E-69
UBP1	-0.019611244	-0.014963479	0.014963479	3.34967E-19
UBQLN1	-0.005227578	-0.000464285	0.000464285	8.04522E-06
UBQLN2	0.006825945	0.010358774	-0.010358774	7.02007E-10
UBQLN4	0.02966783	0.032859779	-0.032859779	6.71674E-79
UBR1	-0.034252133	-0.028117421	0.028117421	1.67741E-29
UBR2	-0.005150202	0.001382284	-0.001382284	6.7205E-05
UBR3	-0.089609063	-0.080618945	0.080618945	9.78709E-86
UBR4	-0.006416786	-0.001482982	0.001482982	0.000348581
UBR5	-0.010608759	-0.00194043	0.00194043	2.11987E-07
UBTD2	0.000656839	0.003213611	-0.003213611	0.026341078
UBTF	0.03585082	0.039842504	-0.039842504	1.54582E-74
UBXN2A	-0.001427912	0.002243111	-0.002243111	0.057672065
UBXN2B	-0.009845496	-0.005460754	0.005460754	1.05595E-08
UBXN4	-0.011411796	-0.006064236	0.006064236	1.52751E-10
UBXN6	0.023961906	0.027932041	-0.027932041	5.24935E-34
UBXN7	0.000374404	0.004315136	-0.004315136	2.71774E-06
UCHL1	0.153151869	0.160891716	-0.160891716	6e-323
UCHL5	-0.011035474	-0.007148079	0.007148079	1.05588E-28
UCK2	-0.005320572	-0.001894079	0.001894079	0.000409145
UCN	0.00268517	0.005746607	-0.005746607	6.22178E-11
UFL1	-0.003269221	-0.000273648	0.000273648	2.21337E-11
UFM1	-0.001994922	0.001746286	-0.001746286	0.0019344
UGCG	-0.009200085	-0.005417916	0.005417916	3.38519E-08
UGGT1	-0.010825298	-0.006916005	0.006916005	1.96498E-11
UGGT2	-0.101348376	-0.093371025	0.093371025	1.7519E-136
UGP2	0.007365494	0.011738887	-0.011738887	7.93271E-09
UHMK1	0.009335908	0.013287443	-0.013287443	2.38307E-10
UHRF1BP1	-0.005309466	-0.001716652	0.001716652	0.000108776
UHRF1BP1L	-0.012831935	-0.007277924	0.007277924	1.06726E-06
UHRF2	-0.005663481	-0.001472495	0.001472495	1.29516E-10
UIMC1	-0.004390971	-0.000401648	0.000401648	4.45014E-05
ULK1	0.015897881	0.020015521	-0.020015521	1.30369E-27
ULK2	-0.033240414	-0.02814508	0.02814508	8.55324E-40
ULK3	0.03990056	0.043551978	-0.043551978	2.8147E-101
ULK4	-0.050543116	-0.044406077	0.044406077	6.89153E-60
UMAD1	-0.028071718	-0.020882833	0.020882833	8.58208E-23
UNC13A	-0.078666175	-0.072376339	0.072376339	6.4793E-135
UNC13B	-0.021195491	-0.017079091	0.017079091	1.33276E-32
UNC13C	-0.064384635	-0.05622793	0.05622793	1.07268E-61
UNC5A	0.018585328	0.023679856	-0.023679856	4.15404E-19
